Item_Id,Goods_category,Retailing_price_(YUAN),Commission_rate,Sales_volume,Sales_amount,Conversion_rate,Short_video,Live_streaming,Name,Host_category,Good_category_new
1244,Clocks and watches accessories,1899,5.00%,122,231678,0.09%,0,3,Luo Yonghao,C,jewelry and watches
1245,Beauty skin care,139.77,1.00%,1657,231677,2.28%,0,2,Luo Yonghao,C,beauty
1246,Shoe bag,53.28,1.00%,4344,231626,3.01%,0,2,Luo Yonghao,C,clothing
1247,Daily provisions,9.75,1.00%,23559,231495,8.94%,0,5,Luo Yonghao,C,household
1248,Furniture and building materials,699,10.00%,330,230848,1.61%,0,2,Luo Yonghao,C,leisure and others
1249,Food and beverage,208,8.00%,1109,230599,8.96%,0,1,Luo Yonghao,C,food
1250,Daily provisions,59,1.00%,3908,230563,17.87%,0,3,Luo Yonghao,C,household
1251,Dress and underwear,78.86,15.00%,2923,230536,7.43%,0,2,Luo Yonghao,C,clothing
1252,Beauty skin care,298.92,15.00%,770,230326,7.20%,0,2,Luo Yonghao,C,beauty
1253,Beauty skin care,117.9,0.00%,1952,230157,4.12%,0,1,Luo Yonghao,C,beauty
1254,The local life,899,1.00%,256,230141,10.82%,0,1,Luo Yonghao,C,leisure and others
1255,Food and beverage,59.9,10.00%,3831,229489,15.92%,0,1,Luo Yonghao,C,food
1256,Beauty skin care,31.8,1.00%,7215,229437,42.42%,0,1,Luo Yonghao,C,beauty
1257,3C digital products,2099,0.00%,109,228907,0.48%,0,1,Luo Yonghao,C,digital
1258,The local life,118,2.00%,1936,228417,8.57%,0,2,Luo Yonghao,C,leisure and others
1259,3C digital products,95,0.00%,2400,228044,111.42%,0,1,Luo Yonghao,C,digital
1260,3C digital products,95,0.00%,2400,228019,141.26%,0,1,Luo Yonghao,C,digital
1261,Beauty skin care,378,1.00%,603,227899,4.15%,0,1,Luo Yonghao,C,beauty
1262,Food and beverage,158.84,20.00%,1434,227894,1.42%,0,3,Luo Yonghao,C,food
1263,Automobile motorcycle,268,2.00%,850,227669,19.84%,0,2,Luo Yonghao,C,leisure and others
1264,Household textile,59,1.00%,3855,227460,13.26%,0,1,Luo Yonghao,C,household
1265,Fresh fruits and vegetables,138.88,1.00%,1637,227357,6.35%,0,1,Luo Yonghao,C,food
1266,The local life,1299,1.00%,175,227325,1.58%,0,1,Luo Yonghao,C,leisure and others
1267,Medical care,114.48,20.00%,1938,227297,3.61%,0,3,Luo Yonghao,C,beauty
1268,Kitchen and bath appliance,690,1.00%,329,227204,0.74%,0,2,Luo Yonghao,C,household
1269,Beauty skin care,355,1.00%,638,226482,2.46%,0,1,Luo Yonghao,C,beauty
1270,Furniture and building materials,368.98,15.00%,613,226187,2.22%,0,1,Luo Yonghao,C,leisure and others
1271,"Books, audio and video",1683,1.00%,134,226176,0.50%,0,2,Luo Yonghao,C,leisure and others
1272,Flowers and green plant,798.48,10.00%,283,226023,0.25%,0,2,Luo Yonghao,C,household
1273,Food and beverage,267.95,5.00%,843,225885,5.42%,0,1,Luo Yonghao,C,food
1274,Household textile,2359,2.00%,95,224997,0.06%,0,1,Luo Yonghao,C,household
1275,Daily provisions,68.71,1.00%,3271,224764,15.57%,0,4,Luo Yonghao,C,household
1276,Food and beverage,39.67,5.00%,5661,224684,8.48%,0,3,Luo Yonghao,C,food
1277,Kitchen and bath appliance,89,1.00%,2395,224583,3.43%,0,2,Luo Yonghao,C,household
1278,3C digital products,100,0.00%,2241,224103,164.54%,0,1,Luo Yonghao,C,digital
1279,Dress and underwear,98.88,1.00%,2266,224065,5.14%,0,1,Luo Yonghao,C,clothing
1280,Food and beverage,198.09,20.00%,1125,223684,4.56%,0,2,Luo Yonghao,C,food
1281,Sports and Outdoor,358.94,1.00%,623,223622,1.41%,0,1,Luo Yonghao,C,leisure and others
1282,Shoe bag,1668,3.00%,134,223434,0.31%,0,1,Luo Yonghao,C,clothing
1283,Household textile,163,1.00%,1370,223178,0.19%,0,5,Luo Yonghao,C,household
1284,Kitchen and bath appliance,9.9,1.00%,22524,222987,6.21%,0,2,Luo Yonghao,C,household
1285,Daily provisions,32.9,1.00%,6772,222800,15.88%,0,1,Luo Yonghao,C,household
1286,Beauty skin care,1548,5.00%,144,222490,2.12%,0,1,Luo Yonghao,C,beauty
1287,The local life,449,1.00%,495,222301,0.89%,0,1,Luo Yonghao,C,leisure and others
1288,3C digital products,2799,1.00%,79,222285,0.24%,0,1,Luo Yonghao,C,digital
1289,Beauty skin care,398.87,1.00%,557,222173,0.34%,0,3,Luo Yonghao,C,beauty
1290,Household textile,299,1.00%,742,221738,2.35%,0,1,Luo Yonghao,C,household
1291,Clocks and watches accessories,1108.65,0.00%,200,221730,0.52%,0,1,Luo Yonghao,C,jewelry and watches
1292,Fresh fruits and vegetables,99.55,5.00%,2227,221714,8.74%,0,1,Luo Yonghao,C,food
1293,Medical care,115.8,20.00%,1915,221710,5.50%,0,3,Luo Yonghao,C,beauty
1294,Food and beverage,9.84,15.00%,22429,221615,4.24%,0,11,Luo Yonghao,C,food
1295,Food and beverage,98.91,1.00%,2239,221475,4.17%,0,1,Luo Yonghao,C,food
1296,Beauty skin care,1065,1.00%,207,221239,0.41%,0,3,Luo Yonghao,C,beauty
1297,Fresh fruits and vegetables,21.9,15.00%,10072,220587,22.43%,0,1,Luo Yonghao,C,food
1298,Fresh fruits and vegetables,138.74,5.00%,1589,220458,3.07%,0,1,Luo Yonghao,C,food
1299,Medical care,109,1.00%,2021,220315,6.50%,0,3,Luo Yonghao,C,beauty
1300,Sports and Outdoor,1899,1.00%,116,220284,0.16%,0,2,Luo Yonghao,C,leisure and others
1301,Kitchen and bath appliance,1599,3.00%,137,220063,0.13%,0,5,Luo Yonghao,C,household
1302,3C digital products,10999,0.00%,20,219977,0.08%,0,1,Luo Yonghao,C,digital
1303,Dress and underwear,98.99,1.00%,2221,219867,3.05%,0,2,Luo Yonghao,C,clothing
1304,Kitchen and bath appliance,2649,0.00%,83,219867,0.36%,0,2,Luo Yonghao,C,household
1305,Beauty skin care,228.45,5.00%,961,219680,1.49%,0,2,Luo Yonghao,C,beauty
1306,3C digital products,94.94,0.00%,2310,219325,23.88%,0,1,Luo Yonghao,C,digital
1307,Food and beverage,9.98,1.00%,21973,219286,49.60%,0,1,Luo Yonghao,C,food
1308,Jewelry Accessories,148,1.00%,1475,219265,2.90%,0,2,Luo Yonghao,C,jewelry and watches
1309,Dress and underwear,76.52,1.00%,2785,219103,0.16%,0,17,Luo Yonghao,C,clothing
1310,3C digital products,94.91,0.00%,2308,219066,88.87%,0,1,Luo Yonghao,C,digital
1311,Food and beverage,72.67,1.00%,3009,218874,3.07%,0,2,Luo Yonghao,C,food
1312,Food and beverage,62.55,2.00%,3497,218721,9.08%,0,1,Luo Yonghao,C,food
1313,Kitchen and bath appliance,228.87,1.00%,955,218577,2.25%,0,1,Luo Yonghao,C,household
1314,Food and beverage,7.9,1.00%,24586,217826,8.22%,0,7,Luo Yonghao,C,food
1315,Automobile motorcycle,199,13.00%,1094,217671,3.97%,0,1,Luo Yonghao,C,leisure and others
1316,Food and beverage,1497,8.00%,145,217355,0.24%,0,4,Luo Yonghao,C,food
1317,3C digital products,64.54,0.00%,3343,215788,5.23%,0,1,Luo Yonghao,C,digital
1318,The local life,3217.56,5.00%,67,215577,0.24%,0,1,Luo Yonghao,C,leisure and others
1319,Kitchen and bath appliance,1669,1.00%,129,215087,1.03%,0,1,Luo Yonghao,C,household
1320,Kitchen and bath appliance,9.9,1.00%,21721,215035,12.37%,0,2,Luo Yonghao,C,household
1321,Shoe bag,899,1.00%,239,214841,0.67%,0,1,Luo Yonghao,C,clothing
1322,Clocks and watches accessories,1709,0.00%,126,214615,0.41%,0,1,Luo Yonghao,C,jewelry and watches
1323,Dress and underwear,68.94,3.00%,3109,214365,14.66%,0,1,Luo Yonghao,C,clothing
1324,3C digital products,19.59,1.00%,10939,214297,10.97%,0,1,Luo Yonghao,C,digital
1325,3C digital products,95,0.00%,2255,214261,163.41%,0,1,Luo Yonghao,C,digital
1326,The local life,3887.64,1.00%,55,213828,0.08%,0,3,Luo Yonghao,C,leisure and others
1327,Medical care,159,1.00%,1344,213648,3.45%,0,4,Luo Yonghao,C,beauty
1328,Beauty skin care,298.99,1.00%,714,213484,5.61%,0,1,Luo Yonghao,C,beauty
1329,The local life,799,1.00%,267,213333,0.16%,0,7,Luo Yonghao,C,leisure and others
1330,Daily provisions,128.93,1.00%,1654,213245,7.24%,0,3,Luo Yonghao,C,household
1331,Food and beverage,85.87,15.00%,2481,213229,5.45%,0,2,Luo Yonghao,C,food
1332,Dress and underwear,69.84,20.00%,3052,213165,8.88%,0,1,Luo Yonghao,C,clothing
1333,Shoe bag,69.82,1.00%,3052,213106,5.96%,0,1,Luo Yonghao,C,clothing
1334,Dress and underwear,69,20.00%,3084,212812,7.66%,0,1,Luo Yonghao,C,clothing
1335,Dress and underwear,116.82,20.00%,1820,212622,2.88%,0,1,Luo Yonghao,C,clothing
1336,Beauty skin care,778.82,3.00%,273,212621,0.46%,0,2,Luo Yonghao,C,beauty
1337,Daily provisions,127.69,1.00%,1659,211841,6.00%,0,1,Luo Yonghao,C,household
1338,Shoe bag,29.81,1.00%,7086,211349,8.37%,0,2,Luo Yonghao,C,clothing
1339,Daily provisions,69.76,1.00%,3025,211322,6.63%,0,3,Luo Yonghao,C,household
1340,Food and beverage,50.76,1.00%,4162,211272,8.80%,0,1,Luo Yonghao,C,food
1341,The local life,1688,1.00%,125,211000,0.27%,0,2,Luo Yonghao,C,leisure and others
1342,Fresh fruits and vegetables,26.65,15.00%,7870,210927,7.02%,0,3,Luo Yonghao,C,food
1343,Medical care,89.24,2.00%,2363,210869,0.50%,0,7,Luo Yonghao,C,beauty
1344,Food and beverage,59.9,1.00%,3520,210851,42.33%,0,1,Luo Yonghao,C,food
1345,Food and beverage,135.7,1.00%,1552,210709,1.82%,0,3,Luo Yonghao,C,food
1346,The local life,1620,1.00%,130,210600,0.59%,0,2,Luo Yonghao,C,leisure and others
1347,3C digital products,2148.43,0.00%,98,210546,0.29%,0,1,Luo Yonghao,C,digital
1348,Dress and underwear,73.91,1.00%,2843,210158,4.61%,0,1,Luo Yonghao,C,clothing
1349,Sports and Outdoor,157.92,20.00%,1329,209880,6.07%,0,1,Luo Yonghao,C,leisure and others
1350,The local life,1999,1.00%,105,209870,1.62%,0,1,Luo Yonghao,C,leisure and others
1351,Sports and Outdoor,179,1.00%,1171,209681,3.27%,0,1,Luo Yonghao,C,leisure and others
1352,Medical care,83.96,10.00%,2424,209664,0.71%,0,5,Luo Yonghao,C,beauty
1353,Maternal and child supplies,1270,1.00%,165,209550,1.81%,0,1,Luo Yonghao,C,household
1354,Jewelry Accessories,517.99,15.00%,404,209268,1.69%,0,1,Luo Yonghao,C,jewelry and watches
1355,Dress and underwear,152,1.00%,1376,209226,1.60%,0,1,Luo Yonghao,C,clothing
1356,Beauty skin care,399,0.00%,524,209076,4.06%,0,1,Luo Yonghao,C,beauty
1357,Toy and Musical Instruments,527.95,1.00%,396,209069,1.95%,0,1,Luo Yonghao,C,leisure and others
1358,Daily provisions,88.99,5.00%,2349,209039,7.10%,0,1,Luo Yonghao,C,household
1359,Jewelry Accessories,629.03,15.00%,332,208840,0.66%,0,1,Luo Yonghao,C,jewelry and watches
1360,Fresh fruits and vegetables,59.86,10.00%,3484,208526,22.71%,0,1,Luo Yonghao,C,food
1361,Household textile,298.82,1.00%,697,208283,3.36%,0,1,Luo Yonghao,C,household
1362,Dress and underwear,64.87,1.00%,3209,208276,1.30%,0,3,Luo Yonghao,C,clothing
1363,Beauty skin care,399,1.00%,522,208091,4.63%,0,1,Luo Yonghao,C,beauty
1364,The local life,3999,10.00%,52,207948,0.65%,0,1,Luo Yonghao,C,leisure and others
1365,Daily provisions,79.78,1.00%,2600,207547,3.31%,0,2,Luo Yonghao,C,household
1366,Sports and Outdoor,238.92,1.00%,867,207150,1.20%,0,1,Luo Yonghao,C,leisure and others
1367,Beauty skin care,229,1.00%,904,207068,6.26%,0,2,Luo Yonghao,C,beauty
1368,Dress and underwear,71.91,1.00%,2879,207057,15.18%,0,1,Luo Yonghao,C,clothing
1369,3C digital products,3184.26,1.00%,65,206977,0.80%,0,1,Luo Yonghao,C,digital
1370,Sports and Outdoor,148,1.00%,1392,206912,2.13%,0,2,Luo Yonghao,C,leisure and others
1371,Kitchen and bath appliance,104,1.00%,1917,206906,1.75%,0,3,Luo Yonghao,C,household
1372,Food and beverage,69.75,15.00%,2964,206865,4.62%,0,2,Luo Yonghao,C,food
1373,3C digital products,489,0.00%,423,206847,0.53%,0,2,Luo Yonghao,C,digital
1374,Beauty skin care,399,1.00%,518,206703,1.96%,0,1,Luo Yonghao,C,beauty
1375,The local life,1060,1.00%,195,206700,0.27%,0,1,Luo Yonghao,C,leisure and others
1376,Daily provisions,178,1.00%,1161,206680,8.34%,0,1,Luo Yonghao,C,household
1377,Food and beverage,697.87,1.00%,296,206578,0.95%,0,2,Luo Yonghao,C,food
1378,Dress and underwear,117.7,1.00%,1755,206573,3.25%,0,1,Luo Yonghao,C,clothing
1379,Furniture and building materials,2699,5.00%,77,206523,0.76%,0,1,Luo Yonghao,C,leisure and others
1380,Food and beverage,178,20.00%,1160,206477,20.40%,0,1,Luo Yonghao,C,food
1381,Sports and Outdoor,98.93,1.00%,2085,206286,7.88%,0,1,Luo Yonghao,C,leisure and others
1382,Clocks and watches accessories,798.95,1.00%,258,206129,0.56%,0,2,Luo Yonghao,C,jewelry and watches
1383,"Books, audio and video",329,1.00%,602,205535,0.58%,0,4,Luo Yonghao,C,leisure and others
1384,Food and beverage,29.6,1.00%,6791,205311,1.62%,0,2,Luo Yonghao,C,food
1385,Dress and underwear,98.9,1.00%,2072,204940,3.21%,0,1,Luo Yonghao,C,clothing
1386,Shoe bag,98.91,1.00%,2069,204713,4.49%,0,2,Luo Yonghao,C,clothing
1387,Jewelry Accessories,1149.89,1.00%,178,204680,0.30%,0,1,Luo Yonghao,C,jewelry and watches
1388,Furniture and building materials,898.85,1.00%,227,204039,0.55%,0,1,Luo Yonghao,C,leisure and others
1389,Medical care,127.9,1.00%,1594,203966,2.07%,0,4,Luo Yonghao,C,beauty
1390,Jewelry Accessories,2998.99,1.00%,68,203931,0.14%,0,1,Luo Yonghao,C,jewelry and watches
1391,The local life,1999,1.00%,102,203898,0.44%,0,1,Luo Yonghao,C,leisure and others
1392,Dress and underwear,38.92,1.00%,5229,203508,9.53%,0,1,Luo Yonghao,C,clothing
1393,Kitchen and bath appliance,99,30.00%,2052,203167,1.81%,0,1,Luo Yonghao,C,household
1394,Medical care,358.87,20.00%,564,202414,2.08%,0,1,Luo Yonghao,C,beauty
1395,Food and beverage,287.8,1.00%,703,202358,1.26%,0,2,Luo Yonghao,C,food
1396,Kitchen and bath appliance,155,1.00%,1304,202104,4.27%,0,2,Luo Yonghao,C,household
1397,3C digital products,44.95,0.00%,4494,202024,4.10%,0,1,Luo Yonghao,C,digital
1398,Beauty skin care,178.89,5.00%,1128,201797,2.10%,0,1,Luo Yonghao,C,beauty
1399,The local life,1599,5.00%,126,201743,1.17%,0,1,Luo Yonghao,C,leisure and others
1400,Cultural and creative products,139,1.00%,1451,201658,4.28%,0,1,Luo Yonghao,C,leisure and others
1401,The local life,599,1.00%,336,201501,5.17%,0,2,Luo Yonghao,C,leisure and others
1402,The local life,598.85,1.00%,336,201224,2.45%,0,1,Luo Yonghao,C,leisure and others
1403,Dress and underwear,39,1.00%,5154,201023,13.22%,0,1,Luo Yonghao,C,clothing
1404,Dress and underwear,298.98,1.00%,672,200937,2.00%,0,2,Luo Yonghao,C,clothing
1405,Maternal and child supplies,549,2.00%,366,200908,0.79%,0,2,Luo Yonghao,C,household
1406,The local life,4999,10.00%,40,199960,0.54%,0,1,Luo Yonghao,C,leisure and others
1407,Clocks and watches accessories,2699,1.00%,74,199723,0.18%,0,2,Luo Yonghao,C,jewelry and watches
1408,Food and beverage,247.86,0.00%,805,199532,3.09%,0,1,Luo Yonghao,C,food
1409,Sports and Outdoor,188.82,1.00%,1054,199056,4.31%,0,2,Luo Yonghao,C,leisure and others
1410,Clocks and watches accessories,95,10.00%,2086,198149,4.31%,0,1,Luo Yonghao,C,jewelry and watches
1411,Kitchen and bath appliance,4398.84,1.00%,45,197947,0.26%,0,1,Luo Yonghao,C,household
1412,Fresh fruits and vegetables,99.9,10.00%,1979,197706,15.27%,0,1,Luo Yonghao,C,food
1413,Food and beverage,39.9,15.00%,4952,197569,25.17%,0,1,Luo Yonghao,C,food
1414,Dress and underwear,69,1.00%,2856,197086,17.75%,0,1,Luo Yonghao,C,clothing
1415,Dress and underwear,69,1.00%,2855,196971,15.62%,0,1,Luo Yonghao,C,clothing
1416,Food and beverage,79.85,20.00%,2463,196709,0.69%,0,2,Luo Yonghao,C,food
1417,Fresh fruits and vegetables,107.96,1.00%,1821,196613,4.36%,0,1,Luo Yonghao,C,food
1418,Food and beverage,113.5,5.00%,1731,196503,0.92%,0,2,Luo Yonghao,C,food
1419,Beauty skin care,229,1.00%,857,196359,2.27%,0,2,Luo Yonghao,C,beauty
1420,Beauty skin care,99,10.00%,1048,195987,0.76%,0,4,Luo Yonghao,C,beauty
1421,3C digital products,95,0.00%,2059,195905,23.16%,0,3,Luo Yonghao,C,digital
1422,Medical care,19.9,20.00%,9838,195782,24.44%,0,1,Luo Yonghao,C,beauty
1423,3C digital products,398.87,0.00%,490,195448,0.72%,0,1,Luo Yonghao,C,digital
1424,Beauty skin care,355,1.00%,550,195329,2.07%,0,2,Luo Yonghao,C,beauty
1425,Jewelry Accessories,830.77,20.00%,235,195232,0.90%,0,1,Luo Yonghao,C,jewelry and watches
1426,Fresh fruits and vegetables,9.9,1.00%,19684,194873,70.83%,0,1,Luo Yonghao,C,food
1427,Shoe bag,1299,3.00%,150,194808,0.38%,0,1,Luo Yonghao,C,clothing
1428,Food and beverage,1567.91,1.00%,124,194421,1.09%,0,1,Luo Yonghao,C,food
1429,3C digital products,95,0.00%,2043,194305,29.00%,0,3,Luo Yonghao,C,digital
1430,Food and beverage,39.85,5.00%,4872,194256,13.73%,0,2,Luo Yonghao,C,food
1431,Kitchen and bath appliance,9.68,1.00%,20054,194118,17.40%,0,1,Luo Yonghao,C,household
1432,Beauty skin care,78.34,1.00%,2477,194040,3.04%,0,4,Luo Yonghao,C,beauty
1433,The local life,1999,1.00%,97,193903,1.25%,0,1,Luo Yonghao,C,leisure and others
1434,"Books, audio and video",1698.45,1.00%,114,193631,0.56%,0,1,Luo Yonghao,C,leisure and others
1435,Beauty skin care,299,1.00%,647,193584,8.95%,0,1,Luo Yonghao,C,beauty
1436,Sports and Outdoor,448.97,1.00%,431,193507,0.81%,0,1,Luo Yonghao,C,leisure and others
1437,Food and beverage,159.28,12.00%,1214,193382,5.79%,0,1,Luo Yonghao,C,food
1438,Furniture and building materials,779,1.00%,248,193192,1.33%,0,2,Luo Yonghao,C,leisure and others
1439,Beauty skin care,179,5.00%,1079,193187,11.98%,0,1,Luo Yonghao,C,beauty
1440,Clocks and watches accessories,58.96,1.00%,3276,193161,5.59%,0,1,Luo Yonghao,C,jewelry and watches
1441,Medical care,41.71,1.00%,3301,192826,2.97%,0,4,Luo Yonghao,C,beauty
1442,Household textile,89,0.00%,2166,192806,3.70%,0,2,Luo Yonghao,C,household
1443,Food and beverage,97.99,1.00%,1967,192764,12.41%,0,1,Luo Yonghao,C,food
1444,Fresh fruits and vegetables,29.9,1.00%,6433,192332,25.16%,0,1,Luo Yonghao,C,food
1445,Daily provisions,98.97,1.00%,1943,192317,8.19%,0,1,Luo Yonghao,C,household
1446,Jewelry Accessories,1398,30.00%,137,191663,0.44%,0,2,Luo Yonghao,C,jewelry and watches
1447,The local life,618,1.00%,310,191580,2.27%,0,1,Luo Yonghao,C,leisure and others
1448,Kitchen and bath appliance,2269,1.00%,84,190836,0.30%,0,2,Luo Yonghao,C,household
1449,Beauty skin care,65.64,1.00%,2871,190822,3.48%,0,5,Luo Yonghao,C,beauty
1450,Food and beverage,69.64,5.00%,2738,190765,7.33%,0,2,Luo Yonghao,C,food
1451,Food and beverage,79.67,1.00%,2392,190670,5.87%,0,2,Luo Yonghao,C,food
1452,Beauty skin care,147.85,0.00%,1289,190643,1.08%,0,3,Luo Yonghao,C,beauty
1453,Shoe bag,538,1.00%,354,190570,2.64%,0,1,Luo Yonghao,C,clothing
1454,Dress and underwear,88.92,1.00%,2143,190566,7.40%,0,1,Luo Yonghao,C,clothing
1455,Jewelry Accessories,1699,1.00%,112,190288,0.30%,0,2,Luo Yonghao,C,jewelry and watches
1456,Maternal and child supplies,39.5,10.00%,3942,190124,3.61%,0,3,Luo Yonghao,C,household
1457,Beauty skin care,699,1.00%,272,190037,2.56%,0,1,Luo Yonghao,C,beauty
1458,3C digital products,95,0.00%,2000,190031,76.16%,0,1,Luo Yonghao,C,digital
1459,3C digital products,95,0.00%,2000,190025,9.84%,0,1,Luo Yonghao,C,digital
1460,3C digital products,95,0.00%,2000,190023,60.20%,0,1,Luo Yonghao,C,digital
1461,3C digital products,5720,0.00%,33,189949,0.32%,0,2,Luo Yonghao,C,digital
1462,3C digital products,95,0.00%,1999,189935,61.28%,0,1,Luo Yonghao,C,digital
1463,3C digital products,95,0.00%,1999,189915,7.38%,0,1,Luo Yonghao,C,digital
1464,Food and beverage,188,1.00%,1010,189861,2.62%,0,3,Luo Yonghao,C,food
1465,Beauty skin care,588.76,3.00%,322,189582,1.17%,0,1,Luo Yonghao,C,beauty
1466,Kitchen and bath appliance,428.79,1.00%,442,189578,0.27%,0,2,Luo Yonghao,C,household
1467,Food and beverage,276,10.00%,685,189064,1.82%,0,2,Luo Yonghao,C,food
1468,Daily provisions,9.69,1.00%,19355,189042,5.77%,0,8,Luo Yonghao,C,household
1469,Kitchen and bath appliance,689.31,10.00%,274,188953,0.79%,0,2,Luo Yonghao,C,household
1470,The local life,1966,1.00%,96,188736,0.81%,0,1,Luo Yonghao,C,leisure and others
1471,Furniture and building materials,379,1.00%,497,188541,1.43%,0,1,Luo Yonghao,C,leisure and others
1472,Dress and underwear,99,1.00%,1897,187836,6.38%,0,1,Luo Yonghao,C,clothing
1473,3C digital products,95,0.00%,1977,187835,2.18%,0,2,Luo Yonghao,C,digital
1474,Food and beverage,168.99,10.00%,1111,187756,0.13%,0,4,Luo Yonghao,C,food
1475,Fresh fruits and vegetables,160,15.00%,1145,187755,1.17%,0,2,Luo Yonghao,C,food
1476,Beauty skin care,354.3,3.00%,529,187479,2.39%,0,3,Luo Yonghao,C,beauty
1477,3C digital products,95,0.00%,1972,187310,1.68%,0,2,Luo Yonghao,C,digital
1478,Shoe bag,1499,1.00%,125,187206,0.63%,0,1,Luo Yonghao,C,clothing
1479,Household textile,249,1.00%,751,187105,2.52%,0,1,Luo Yonghao,C,household
1480,Daily provisions,59.36,10.00%,3151,187040,9.67%,0,1,Luo Yonghao,C,household
1481,Kitchen and bath appliance,949,1.00%,197,186699,0.70%,0,1,Luo Yonghao,C,household
1482,Food and beverage,58.93,1.00%,3167,186644,8.97%,0,1,Luo Yonghao,C,food
1483,Food and beverage,67,1.00%,2751,186522,5.59%,0,2,Luo Yonghao,C,food
1484,Household textile,45.88,10.00%,4064,186461,2.45%,0,1,Luo Yonghao,C,household
1485,Furniture and building materials,398.99,1.00%,467,186330,3.68%,0,1,Luo Yonghao,C,leisure and others
1486,Kitchen and bath appliance,1298.91,1.00%,143,185720,0.36%,0,2,Luo Yonghao,C,household
1487,Daily provisions,68.77,1.00%,2698,185567,8.87%,0,1,Luo Yonghao,C,household
1488,Beauty skin care,98.98,10.00%,1874,185519,1.57%,0,4,Luo Yonghao,C,beauty
1489,Food and beverage,9.78,1.00%,18806,185461,6.07%,0,6,Luo Yonghao,C,food
1490,Kitchen and bath appliance,3498.98,1.00%,53,185446,0.14%,0,1,Luo Yonghao,C,household
1491,Dress and underwear,59,5.00%,3143,185440,2.45%,0,2,Luo Yonghao,C,clothing
1492,Shoe bag,1287,1.00%,144,185268,6.38%,0,1,Luo Yonghao,C,clothing
1493,Sports and Outdoor,44,1.00%,4208,185132,4.64%,0,1,Luo Yonghao,C,leisure and others
1494,Kitchen and bath appliance,49.9,1.00%,3705,184871,4.37%,0,2,Luo Yonghao,C,household
1495,Shoe bag,174.99,0.00%,1056,184790,2.19%,0,1,Luo Yonghao,C,clothing
1496,Shoe bag,6599,3.00%,28,184772,0.09%,0,1,Luo Yonghao,C,clothing
1497,Cultural and creative products,258,1.00%,716,184715,1.55%,0,1,Luo Yonghao,C,leisure and others
1498,Sports and Outdoor,408.9,1.00%,451,184624,0.93%,0,2,Luo Yonghao,C,leisure and others
1499,Sports and Outdoor,289,10.00%,639,184605,1.88%,0,2,Luo Yonghao,C,leisure and others
1500,Shoe bag,598.81,10.00%,307,183835,1.10%,0,1,Luo Yonghao,C,clothing
1501,3C digital products,4983.18,1.00%,4024,20091654,0.18%,0,17,Liu Yuanyuan,K,digital
1502,3C digital products,897.68,1.00%,22266,20016356,0.52%,1,35,Liu Yuanyuan,K,digital
1503,Cultural and creative products,49,0.00%,272881,14706424,0.46%,1,47,Liu Yuanyuan,K,leisure and others
1504,"Books, audio and video",34,0.00%,25683,6801580,0.91%,2,24,Liu Yuanyuan,K,leisure and others
1505,"Books, audio and video",649,0.00%,7229,4928845,0.35%,0,23,Liu Yuanyuan,K,leisure and others
1506,"Books, audio and video",141,0.00%,28125,4462731,0.20%,0,63,Liu Yuanyuan,K,leisure and others
1507,"Books, audio and video",585.53,0.00%,7402,4424476,0.22%,0,39,Liu Yuanyuan,K,leisure and others
1508,3C digital products,4098.92,1.00%,973,3988000,3.63%,1,1,Liu Yuanyuan,K,digital
1509,Fresh fruits and vegetables,139,5.00%,26865,3734218,22.31%,0,3,Liu Yuanyuan,K,food
1510,3C digital products,4996.75,1.00%,735,3673482,0.19%,0,17,Liu Yuanyuan,K,digital
1511,"Books, audio and video",169,0.00%,20151,3527519,1.20%,1,26,Liu Yuanyuan,K,leisure and others
1512,"Books, audio and video",75,1.00%,33601,2977310,0.22%,0,68,Liu Yuanyuan,K,leisure and others
1513,3C digital products,7099,1.00%,398,2825000,45.59%,0,1,Liu Yuanyuan,K,digital
1514,Beauty skin care,139.99,1.00%,19856,2779672,6.62%,0,4,Liu Yuanyuan,K,beauty
1515,3C digital products,5498.61,0.00%,497,2732000,3.96%,0,2,Liu Yuanyuan,K,digital
1516,"Books, audio and video",32.84,0.00%,71214,2705606,0.27%,1,42,Liu Yuanyuan,K,leisure and others
1517,Jewelry Accessories,4999,1.00%,518,2588863,2.40%,0,2,Liu Yuanyuan,K,jewelry and watches
1518,"Books, audio and video",83,0.00%,25591,2513763,0.65%,1,18,Liu Yuanyuan,K,leisure and others
1519,3C digital products,6599,0.00%,360,2375995,3.14%,0,2,Liu Yuanyuan,K,digital
1520,Jewelry Accessories,2580,1.00%,907,2339860,5.60%,0,2,Liu Yuanyuan,K,jewelry and watches
1521,"Books, audio and video",134.75,0.00%,14913,2327679,1.47%,0,25,Liu Yuanyuan,K,leisure and others
1522,3C digital products,6699,0.00%,341,2282000,95.25%,0,1,Liu Yuanyuan,K,digital
1523,"Books, audio and video",759,0.00%,2941,2232875,1.61%,0,9,Liu Yuanyuan,K,leisure and others
1524,Beauty skin care,299.88,1.00%,7426,2227144,5.21%,0,6,Liu Yuanyuan,K,beauty
1525,3C digital products,2678,1.00%,827,2215712,1.48%,0,2,Liu Yuanyuan,K,digital
1526,Jewelry Accessories,499,1.00%,4356,2173664,19.60%,0,2,Liu Yuanyuan,K,jewelry and watches
1527,Fresh fruits and vegetables,139,1.00%,15135,2103747,27.05%,0,2,Liu Yuanyuan,K,food
